Facility Name,Facility RRID,Institution Name,City,State,Country,Website,Services,Description
Sylvester Cytometry and Imaging Shared Resource,RRID:SCR_022501,University of Miami,Miami,FL,United States,www.sylvester.org/fcsr,"Cell Sorting,Confocal Microscopy,CyTOF,Data Analysis,Data Analysis And Interpretation,FACS Cell Sorting,Flow Cytometric Analysis,Flow Cytometry Data Analysis,Imaging Mass Cytomety,Mass Cytometry,Reagents,Spectral Cell Sorting,Spectral Flow Cytometry","The Cytometry and Imaging Shared Resource at Sylvester is an ISAC-recognized Shared Resource Laboratory for excellence, and provides researchers with sophisticated methods for the analysis and preparative sorting of both normal and tumor cells. The facility helps researchers to measure parameters including apoptosis, gene expression, drug metabolism, immune responses and pathways of cellular activation, both normal and tumor-related. The facility also provides access to high parameter cytometry instrumentation including spectral cytometry, mass cytometry (CyTOF) and imaging mass cytometry...."
Sylvester Molecular Therapeutics Shared Resource,RRID:SCR_022892,University of Miami,Miami,FL,United States,www.sylvester.org/MTSR,"Assay Development,Automated Liquid Handling,Discovery Science,Drug Discovery,High-throughput Screening,Metabolomics Platform,Molecular Library Services,Plate Reader","The Sylvester Molecular Therapeutics Shared Resource (MTSR) provides preclinical drug discovery and development services to facilitate the discovery of small molecules that have the potential to become cancer therapeutics. The MTSR offers expertise in drug discovery and facilitates the process of uncovering novel treatments for cancer. MTSR services include target evaluation and assay development; small molecule library preparation, screening, and curation; high throughput screening (HTS) enablement; plate imaging and transfers; assay identification, development and implementation;..."
The Laboratory of the Division of Comparative Pathology,RRID:SCR_017822,University of Miami,Miami,FL,United States of America,"www,cpl.med.miami.edu","Clinical Assessment (Hematology, Clinical Chemistries, etc.)","Excellence in research requires high quality analyses of biological specimens to determine if the intervention will make a difference and to characterize your animal model. Testing indicated will vary based on each studies objectives. These analyses may include hematological, clinical chemistry, and specialized immunoassays. On review of this website, you will find the most commonly requested tests; however, many specialized analyses, panels, and procedures are available on request. Custom panels can be designed and pricing can be significantly modified with batch analysis of samples. We..."
Transmission Electron Microscopy (TEM) Core Facility,RRID:SCR_023492,University of Miami,Miami,FL,United States of America,https://www.themiamiproject.org/research-resources/core-facilities/,"Consultation,Electron Microscopy,Immuno Electron Microscopy,Microtomy/Electron,Microtomy/Light,Sample Preparation,Tissue Embed,Tissue Processing,Transmission Electron Microscopy","The Transmission Electron Microscopy (TEM) Core facility is to provide the University of Miami, Miller School of Medicine academic and research community access to the conventional transmission electron microscope and associated sample processing services.
 
 The TEM Core has two JEOL JEM-1400 microscopes each equipped with an AMT digital camera available on a fee for service and first come first served basis to all student, faculty, researcher, or corporate entity that may need this specialized technique."
U of Miami Biomarkers and Immunoassay Laboratory,RRID:SCR_023705,University of Miami,Miami,FL,United States of America,https://med.miami.edu/research/cores/biomarker-and-immunoassay-laboratory,"Assays and Measurements,Automated Immunoassay Platforms,Biochemical Analysis,Blood Processing,Chemistry Analyzer,Clinical Assessment (Hematology, Clinical Chemistries, etc.),ELISA,Immunoassay,Radioimmunoassay,Serum Chemistry","The Laboratory at the University of Miami Miller School of Medicine's Diabetes Research Institue has been in operation since 1986 providing biomarker testing for human clinilcal research studies across multiple disciplines. An experienced clincial supervisor oversees the activities of the laboratory staff.and all l have extensive experience with chemistry, special chemistry, radioimmunoassay, nephelometric and ELISA and multiplexing assay methods utilizing automated and manual procedures. The laboratory has Clinical Laboratory Improvement Act (CLIA) certification. The laboratory follows..."
UM Sylvester Onco-Genomics Shared Resource,RRID:SCR_022502,University of Miami,Miami,FL,United States,www.sylvester.org/OGSR,"10x Genomics,Genomics,Nanostring,Nanostring NCounter,Nucleic Acid Extraction,Sequencing - Next Generation Sequencing (NGS),Single-cell Sequencing,Spatial Transcriptomics","The Onco-Genomics Shared Resource (OGSR) provides access to a wide range of technologies and services for the study of the genomics and epigenomics of cancer, in addition to providing technical expertise for project design, trouble-shooting and pre- and post-award support. Principle service areas encompass: 1) next generation sequencing (NGS), 2) single cell genomics 3) Spatial Genomics 4) gene expression assays and molecular quantitation, 5) services for sample extraction and QC."
University of Miami Center for Advanced Microscopy (UMCAM),RRID:SCR_019173,University of Miami,Coral Gables,FL,United States of America,https://www.as.miami.edu/faculty-and-staff/center-for-advanced-microscopy--umcam/,"Electron Microscopy,Microscopy",The University of Miami Center for Advanced Microscopy (UMCAM) provides SEM (scanning electron microscopy) services. This includes biological (tissues and cells) and particulate characterization. The hourly fee for academic usage is $100/hr and the commercial fee is $200/hr. This applies to all instruments.
University of Miami Hussman Institute for Human Genomics Sequencing Core Facility,RRID:SCR_017828,University of Miami,Miami,FL,United States of America,http://hihg.med.miami.edu/cgt/sequencing,Sequencing - DNA Sequencing,"The HIHG sequencing core offers a wide range of services utilizing the Illumina X Plus, the Pacific Biosciences Revio, the Oxford Nanopore PromethION, and the 10x Genomics single cell sequencing platform. We have extensive knowledge of all library preparation and capture protocols for both DNA and RNA. To meet the sequencing needs of your project, sample preparation is fully automated on Perkin Elmer robotic workstations and tracked via the Clarity LIMS, enabling low-cost, high-quality data with competitive turnaround times and one-on-one customer service."
Viral Vector Core (VVC) Facility (Miami Project to Cure Paralysis),RRID:SCR_018303,University of Miami,Miami,FL,United States of America,https://www.themiamiproject.org/research-resources/core-facilities/viral-vector-core/,"Nucleic Acid Extraction,Viral Vectors,Virology","The VVC produces high-titer lentiviral and AAV viral particles at lower prices compared to commercial sources. Furthermore, using the VVC will likely provide a significant cost savings versus an individual lab trying to produce the viral particles on its own (consider the costs of reagent, labor, time, and troubleshooting).
 
 The VVC has stock viruses (e.g., GFP-, mCherry-, and LacZ-expressing lentiviral and AAV particles) that can be purchased inexpensively by the vial. For generating custom viral particles, the investigator provides the VVC with a high-quality maxiprep of the transfer..."
Bioinformatics Core,RRID:SCR_019168,University of Michigan,Ann Arbor,MI,United States of America,https://brcf.medicine.umich.edu/cores/bioinformatics-core/,"Computational - Application Development,Computational - Bioinformatics,Computational - Biostatistics,Computational - High Performance Computing,Data Analysis","The University of Michigan Bioinformatics Core helps researchers identify and interpret patterns in RNA and DNA by placing sequencing data into a biologically meaningful context. This encompasses assisting with experimental design, developing reproducible workflows, analyzing next-generation sequencing data, and supporting manuscript development/publication."
Center for Structural Biology,RRID:SCR_021065,University of Michigan,Ann Arbor,MI,United States of America,https://www.lsi.umich.edu/science/centers-technologies/center-structural-biology,"Cloning,Consultations,Drug Discovery,Nuclear Magnetic Resonance (NMR),Protein Production,Structure Determination,Thermal Analysis,X-Ray Crystallography,X-ray Diffraction and Scattering","The University of Michigan Center for Structural Biology (CSB), is a comprehensive structural biology resource for researchers at the University of Michigan and surrounding areas.
 
 The CSB includes a high-throughput protein laboratory for protein engineering, protein purification facilities for small- and large-scale protein production, macromolecular crystallization and crystallography laboratories for solving crystal structures of biological molecules, and an X-ray facility with access to high energy synchrotron radiation. Our dedicated staff scientists have years of academic and..."
Natural Products Discovery Core,RRID:SCR_023105,University of Michigan,Ann Arbor,MI,United States of America,https://www.lsi.umich.edu/science/centers-technologies/natural-products-discovery-core,"Consultation,Deconvolution,Drug Discovery,Genomics,Mass Spectrometry,Metabolomics,Natural Product Analysis","Library of >50,000 NPEs with technology and expertise to develop candidates identified through HTS into unique, bioactive, patentable small molecules."
Statistics Online Computational Resource (SOCR),RRID:SCR_022917,University of Michigan,Ann Arbor,MI,United States,https://www.socr.umich.edu/,"3D & 4D Image Processing Stations,Bioimage Informatics,Computer-assisted Neuron Tracing And Analysis,Data Analysis,Data Analysis And Interpretation,Data Processing,Data Processing And Interpretation,Data Visualization,Functional Brain Imaging,Functional Magnetic Resonance Imaging (fMRI),Image Data Management,Image Processing And Analysis,Magnetic Resonance Imaging (MRI),Optical Imaging","The Statistics Online Computational Resource (SOCR) designs, validates and freely disseminates knowledge. Specifically, SOCR develops AI/ML tools, mathematical models, and end-to-end data analytic protocols for biomedical and health studies. It also provides portable online aids for probability, statistics and health science education, promotes technology-enhanced instruction, supports efficient statistical computing, and advances predictive big data analytics. The SOCR platform includes a repository of interactive apps, computational tools, visualization approaches, instructional..."
